Artist,Artist mbid,Album,Album mbid,Track,Track mbid,Date,Duration
Rainbow,e3cb4543-210f-499a-b0d1-3882c312dfb9,Long Live Rock 'n' Roll,,Lady of the Lake,b2743344-e875-4040-8586-a0f2c059533e,2016-05-11 18:26:11,218533.0
Rainbow,e3cb4543-210f-499a-b0d1-3882c312dfb9,Long Live Rock 'n' Roll,,Long Live Rock N Roll,b7b31591-c11b-4691-b1d8-b0beca183773,2016-05-11 18:21:51,264960.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,No Expectations,,2016-05-11 11:30:08,336000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Jesus Of Nothing,bda39267-1660-44c7-971a-84830f8dc63a,2016-05-11 11:25:56,254000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Arizona Bay,4c81c8bf-2771-42c9-8cd7-e79dbf16603d,2016-05-11 11:20:58,300000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Through My Sails,b09076a2-436d-4966-9feb-31545410734c,2016-05-11 11:17:31,210000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Kingdoms Of Rain,cd900f1b-c4fe-4027-aec9-8839da921ff4,2016-05-11 11:13:39,233000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Spiritual,ab18c302-e005-4487-ba66-dff916db098f,2016-05-11 11:08:06,440000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Ask The Dust,221f434f-ed5c-4100-bdb6-07a82a01a360,2016-05-11 11:03:50,258000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Paper Money,77bd67da-4ac9-4bef-a742-24716dacbae2,2016-05-11 09:02:55,216000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Ghosts Of You And Me,21d9f3f4-f40e-40c5-b57e-c8d3b4b9c099,2016-05-11 08:58:42,254000.0
Soulsavers,718d45b2-7b8f-4cdc-85a8-26aa01d99bd7,"It's Not How Far You Fall, It's The Way You Land",,Revival,835cda54-3f79-48d2-bc95-db947e7064cf,2016-05-11 08:54:34,252000.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Lick Doo,,2016-05-11 08:50:34,58133.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Whitewater,,2016-05-11 08:41:36,538133.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,N.O.,3e07f448-f72e-4b7e-b733-e0b9447af066,2016-05-11 08:37:48,227826.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Conan Troutman,f633e381-44c9-4963-88a5-ea7c5ede4088,2016-05-11 08:35:36,132346.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Odyssey,fab8d605-ff6d-4187-85a9-bfc894675a50,2016-05-11 08:31:09,267226.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Demon Cleaner,6ccbe7e7-a1a3-40f2-90c0-eea33848511d,2016-05-11 08:25:57,311906.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Space Cadet,a87bbbb6-44fe-40cf-8856-d0b137c1fcd2,2016-05-11 08:18:54,422533.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,100 Degrees,be188bb8-3d02-4a49-bbf9-1df4b53b8b22,2016-05-11 08:16:18,156093.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Supa Scoopa and Mighty Scoop,7e662bca-a27f-4eff-96da-7c5565cbf257,2016-05-11 08:10:22,356200.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Asteroid,081830a9-fe37-4214-81e1-6db0f1189432,2016-05-11 08:05:33,288933.0
Kyuss,ea0f2a37-7007-4217-a812-396227f5013a,Welcome to Sky Valley,6205da21-55a9-457d-aa85-2f1262e25694,Gardenia,17b16464-9eff-489a-9db9-541de92bc76f,2016-05-11 07:58:40,413973.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Believe in the Pill,1c21ed36-6238-4668-ac14-900cc0e03389,2016-05-11 07:48:28,1361000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,What's Your Name,9b7bec87-67b0-4de9-8191-3338b8e503a8,2016-05-11 07:44:52,215000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,The Work Is Done,1fb06628-5c81-4e90-8506-bfc186099976,2016-05-11 07:40:50,361000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Rollin',,2016-05-11 07:36:54,344000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Hope,2b141f64-5f19-4569-ae59-d37e02dae36c,2016-05-11 07:26:10,260000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Let Us Do It Now,f4750abb-809d-484a-9030-898c5b0b958a,2016-05-11 07:14:57,680000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Pandemonium,53c107e8-f03b-4fbe-a707-0a1da6ac3882,2016-05-11 07:08:54,402000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Flesh and Blood,14bb1a73-93e1-4c06-ba62-2969fc75509f,2016-05-10 20:36:00,210000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,The Work Is Done,1fb06628-5c81-4e90-8506-bfc186099976,2016-05-10 20:30:00,361000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Just Before The Sun Will Rise,a9c6b55a-5143-4ac6-a3e4-12be2e07e8d4,2016-05-10 20:22:21,465000.0
Birth Control,b7664585-0e72-4b48-b089-db6add8fc42f,Operation,abcf2348-110a-3390-a3c2-4ab155edc5b7,Stop Little Lady,d3d92100-1f67-458f-a304-8ac07a587c11,2016-05-10 20:14:24,439000.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,Spacegrass,760f9bfb-64ed-4158-b20b-2115bac0265a,2016-05-10 19:56:44,369946.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,Crucial Velocity,5f615b14-c264-4e07-b4c0-da90182b05aa,2016-05-10 19:51:30,240768.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,D.C. Sound Attack!,4b576b2e-835e-44c4-a16a-c4014e7cd34e,2016-05-10 19:46:52,277822.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,"50,000 Unstoppable Watts",0f7faa30-a5d4-4f71-ac13-ca5e93bd5a4c,2016-05-10 19:43:04,227706.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,Gone Cold,f8481b8a-3fe3-48d2-8462-3a828e33108d,2016-05-10 19:38:43,260953.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,Earth Rocker,78221a1f-23bb-4a4f-a119-55aaa531a928,2016-05-10 19:35:12,211093.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,The Mob Goes Wild,08fd83f8-768c-4c51-a77f-3fc09c57e03e,2016-05-10 19:31:35,212333.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,10001110101,199b54c1-11f0-4cd5-9652-5ab61750763c,2016-05-10 19:26:20,314270.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,The Regulator,e53f14b9-f0bf-4f22-a72e-3cea21536296,2016-05-10 19:20:55,325026.0
Clutch,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,Summer Sound Attack,,Electric Worry,0344cb3f-dde9-4f4a-af02-0db82ad600ec,2016-05-10 19:13:40,314746.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,My Mummy's Dead - 2010 - Remaster,,2016-05-10 19:10:09,51800.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,God - 2010 - Remaster,,2016-05-10 19:00:39,252773.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Look At Me - 2010 - Remaster,,2016-05-10 18:57:46,173653.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Well Well Well - 2010 - Remaster,,2016-05-10 18:51:48,357413.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Love - 2010 - Remaster,,2016-05-10 18:48:26,202146.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Remember - 2010 - Remaster,,2016-05-10 18:43:53,272960.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Isolation - 2010 - Remaster,,2016-05-10 18:41:01,172253.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Working Class Hero - 2010 - Remaster,,2016-05-10 18:25:03,227933.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,I Found Out - 2010 - Remaster,,2016-05-10 18:21:25,218000.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Hold On - 2010 - Remaster,,2016-05-10 18:17:41,112040.0
John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,Plastic Ono Band,,Mother - 2010 - Remaster,,2016-05-10 18:12:05,336306.0
Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,Daydreaming,,Daydreaming,,2016-05-10 08:15:14,384438.0
Elton John,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,Elton John (Remastered Version),,Your Song,60572fab-c835-4733-aa5a-2864c318c9c8,2016-05-10 08:10:19,244226.0
Joe Bonamassa,984f8239-8fe1-4683-9c54-10ffb14439e9,Sloe Gin,df237fde-ed9f-4b7b-b148-bb53f64a4411,Sloe Gin,81c1c151-9418-4030-bfcc-97a83abef1ba,2016-05-10 07:56:35,492066.0
Franz Ferdinand,aa7a2827-f74b-473c-bd79-03d065835cf7,You Could Have It So Much Better,3e22c870-8aea-4f5a-8ecc-348df4f39165,Walk Away,10989625-82fe-428a-94a8-a045c8e4abb9,2016-05-10 07:52:58,216333.0
65daysofstatic,0cd12ab3-9628-45ef-a97b-ff18624f14a0,Wild Light,e6a2f498-410f-4227-9357-da436a70dbf6,Unmake The Wild Light,ca28f874-5f22-4e57-93e5-324b609b0c1b,2016-05-10 07:45:53,383960.0
Umphrey's McGee,3826a6e0-9ea5-4007-941c-25b9dd943981,Live from Beacon Theatre,,Weird Fishes / Arpeggi,,2016-05-10 07:38:42,438880.0
The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0,Is This It,7e3dd505-220a-3560-99df-2459afd045d8,The Modern Age,51e15585-2a4d-4243-b1d6-32ec4fda85ff,2016-05-10 07:35:14,208066.0
Mastodon,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,Crack the Skye,23610e26-f231-41fa-a71b-2d97098ddeff,The Last Baron,ed660f6e-23dc-4ce7-9866-e44ad7a8cc96,2016-05-10 07:21:09,780626.0
Badly Drawn Boy,0881daf1-20df-4a3e-a84f-6476a84bb172,Once Around the Block,1432fd51-45a7-4d15-bc6f-e050cae80788,Once Around the Block,0c860a6e-bf0a-4dcc-9da1-130833e27e9b,2016-05-10 07:17:05,244093.0
Monkey3,c542f179-b603-426c-8c0f-7788651f8cf2,The 5th Sun,c057ed48-3958-44b0-9057-07be9d7033c5,Icarus,8cca0f04-2f09-4624-8ed1-3f04ea150781,2016-05-10 07:06:33,880869.0
Monkey3,c542f179-b603-426c-8c0f-7788651f8cf2,The 5th Sun,c057ed48-3958-44b0-9057-07be9d7033c5,Icarus,8cca0f04-2f09-4624-8ed1-3f04ea150781,2016-05-09 21:24:33,880869.0
Faithless,23d9d74d-c95e-46a6-be26-a6075c49747a,Outrospective,86064722-1df6-3ade-ae5f-30cb7542c7a9,Not Enuff Love,daddc3e9-e16a-4f56-805d-f0d6339dd83d,2016-05-09 21:18:37,354826.0
Alice in Chains,4bd95eea-b9f6-4d70-a36c-cfea77431553,Jar of Flies,d4434c0f-4a25-3c88-9138-f4fffa8ddf88,Rotten Apple,061a0605-08fc-48a1-a575-f16184988e59,2016-05-09 21:11:38,418466.0
Moloko,2f94016a-3880-4d8c-9af9-0e197ee77189,Statues,d1e2c91c-a52f-4d06-8638-c2dea9e7e154,Over & Over,966066c0-97ab-4c52-abb9-91d2f6083bc2,2016-05-09 19:58:08,593280.0
Hermano,65e13f07-d5a8-45ff-aed7-22af5972de18,Only a Suggestion,,The Bottle,8b32a3f7-dd09-477f-b132-e75d692626bf,2016-05-09 19:53:25,282160.0
Daughter,a1ced3e5-476c-4046-bd74-d428f419989b,Not to Disappear,,New Ways,,2016-05-09 19:47:59,325880.0
Eagles of Death Metal,de11b037-d880-40e0-8901-0397c768c457,Zipper Down,,I LOVE YOU ALL THE TIME,,2016-05-09 19:44:49,189706.0
Truckfighters,724e826b-bd80-49ca-8bfe-4e470b0b9aa9,Gravity X,ae61eba4-d14c-4f12-8130-85c85efac5cd,Desert Cruiser,fc7b7182-5aa2-42ae-bbd9-dea3057d4726,2016-05-09 19:37:07,449946.0
Aguaturbia,70c2cc89-f285-4ca1-ba5c-a80bfebf000d,Psychedelic Essentials,,Heartbreaker,6bd919a4-e6d1-4b3f-9a3b-602a241ae7b4,2016-05-09 19:32:16,273853.0
The Amazing,5291a280-2205-405c-8ee4-ffc0f02f3d44,Picture You,,Picture You,,2016-05-09 19:22:49,567371.0
Alex Turner,ee953029-6de8-4c50-8d0f-215a1e4e8dd6,Submarine [Original Songs],,Glass in the Park,d77e130a-c8f1-40be-88e7-789a94221013,2016-05-09 19:18:34,239653.0
Supertramp,d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8,Crime Of The Century (Deluxe),,Crime Of The Century - Remastered,,2016-05-09 19:13:01,332992.0
Alter Bridge,60a23fda-a440-4ab9-a344-7dfdd2ed341a,Fortress,75f44d76-a304-46c2-8dab-9d5912ab7dc4,Lover,5beab322-e0d7-4036-9f84-99b7876dbf40,2016-05-09 18:32:02,317426.0
Lou Reed,9d1ebcfe-4c15-4d18-95d3-d919898638a1,Transformer,4ee40d97-630c-3f0d-9ea2-d49fa253c354,Satellite of Love,ff0bf01e-4367-4f22-b316-4005b352d7a9,2016-05-09 18:28:20,221120.0
The Bad Plus,b9bede5d-89b6-4c43-9c45-ca3930cf4db8,For All I Care,ad926426-19c5-4626-be65-fc3ee3dacfd7,Comfortably Numb,b523e316-e1e4-482b-9ab6-6442c82553fd,2016-05-09 18:21:36,401706.0
Jack Broadbent,,Along the Trail of Tears,,The Plane Overhead,,2016-05-09 18:18:08,206500.0
The Temperance Movement,e4d6cb66-e184-4616-83a9-90bf192b617b,The Temperance Movement,f6e19052-6f18-44b4-9ffd-c097cf430f1b,Pride,92c78dce-160c-4ebb-8b20-de5cb240b644,2016-05-09 18:12:29,338146.0
Kapitan Korsakov,aa5d5146-3caa-481c-af2d-5f8b84a2f7ca,Stuff&Such,,In the Shade of the Sun,6447ac79-4548-4284-9731-7592ed9af85a,2016-05-09 17:58:26,530552.0
Robert Plant,bd53f9a7-8be9-46b0-bf7d-1deea3cb57bc,Band of Joy,77139bf5-1f34-443b-9a3a-2d27bd062e0c,Silver Rider,d5856c37-a27b-4783-bb90-1e087d2b6fa2,2016-05-09 17:51:41,365773.0
Townes Van Zandt,d67d1a21-6e45-4dd6-aef0-0191ba3796e0,Townes Van Zandt,e4976717-e126-4a4b-ae1d-e0752abe3ace,Lungs,292e58d5-ed18-4fe2-9f47-44eb12496046,2016-05-09 17:49:11,149386.0
The Velvet Underground,94b0fb9d-a066-4823-b2ec-af1d324bcfcf,The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition),,Venus in Furs,9cfaf7e4-3b0c-4470-8ade-a480408d8b0d,2016-05-09 17:32:56,312253.0
Glen Hansard,57f89cad-d2ef-48df-9119-8287b106716a,Didn't He Ramble,,Just to be the One,,2016-05-09 17:29:42,193240.0
Jimi Hendrix,06fb1c8b-566e-4cb2-985b-b467c90781d4,Band Of Gypsys,,Machine Gun,1fefb693-e195-424a-9e34-d026ec09bc16,2016-05-09 17:17:03,760933.0
Robert Wyatt,9f041c61-f382-4048-a1f1-33105124bb99,Rock Bottom,b7b30806-4da4-3b39-89f6-77eb17609d4e,Little Red Robin Hood Hit the Road,3476f272-7b80-4701-85f8-df6d9598cd5e,2016-05-07 17:14:28,368866.0
Robert Wyatt,9f041c61-f382-4048-a1f1-33105124bb99,Rock Bottom,b7b30806-4da4-3b39-89f6-77eb17609d4e,Alife,3b1e1a6f-d5c8-4fa2-80ef-e1c8b76c756b,2016-05-07 17:07:56,391866.0
Robert Wyatt,9f041c61-f382-4048-a1f1-33105124bb99,Rock Bottom,b7b30806-4da4-3b39-89f6-77eb17609d4e,Alifib,fa136c15-69a6-40d7-8048-1784b10552f5,2016-05-07 17:01:01,415306.0
Robert Wyatt,9f041c61-f382-4048-a1f1-33105124bb99,Rock Bottom,b7b30806-4da4-3b39-89f6-77eb17609d4e,Little Red Riding Hood Hit the Road,afab814b-2957-4da9-afb6-e9da7774e40f,2016-05-07 16:53:20,460600.0
Robert Wyatt,9f041c61-f382-4048-a1f1-33105124bb99,Rock Bottom,b7b30806-4da4-3b39-89f6-77eb17609d4e,A Last Straw,268df6b8-8fd7-4211-b28b-826614bcfa00,2016-05-07 16:47:18,346653.0
Robert Wyatt,9f041c61-f382-4048-a1f1-33105124bb99,Rock Bottom,b7b30806-4da4-3b39-89f6-77eb17609d4e,Sea Song,84544abc-7082-40a4-b0ee-1bf4ace4a52b,2016-05-07 16:40:49,391440.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Drive,0a563759-34ae-49c7-91b4-4876a484185e,2016-05-07 15:00:53,290733.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Rivière,ca61a0c3-3359-4864-b537-794a31cfc050,2016-05-07 14:57:08,225240.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Kimdracula,fd65ebc8-9654-48dd-88ac-4b7e08451b9b,2016-05-07 14:53:54,194306.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Combat,1b49361a-e594-490c-aa60-dde81b235d24,2016-05-07 14:49:08,286266.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Pink Cellphone,712ce2e2-bc9c-4de8-9c41-6b3836eaeae2,2016-05-07 14:44:03,304866.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Rats!Rats!Rats!,7846de39-4303-44e6-ba54-df490f798ffe,2016-05-07 14:40:02,240840.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Xerces,bd21a5d3-2436-47ac-94c0-2207bfc3fe5f,2016-05-07 14:36:20,221800.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,"U,U,D,D,L,R,L,R,A,B,Select,Start",57e70253-46ac-4792-a432-3b51a4cb4b65,2016-05-06 09:27:57,252520.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Mein,b1bdaca0-73c3-49b0-b1bc-ba4f5f50aa83,2016-05-06 09:23:59,238040.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Cherry Waves,9dcacfe4-bf73-4906-ab97-2a709c3578d7,2016-05-06 09:18:41,317706.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Beware,74ecea2c-63ed-429e-ac83-d4db849a242e,2016-05-06 09:12:41,360666.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Rapture,486b811b-8300-4a51-8aa0-2d78d66f8a34,2016-05-06 09:09:15,205520.0
Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Saturday Night Wrist (Bonus Track Version),,Hole in the Earth,9e143a9b-8b24-4e52-aac7-726bb2740825,2016-05-06 09:05:02,249320.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Storm Passes Away,19227b2d-1346-4e94-96f0-2102be7e0fef,2016-05-06 08:39:46,175746.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Simple Pleasures,17bc2c79-596e-4608-9b7d-73317c2716b6,2016-05-06 08:34:44,301714.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Pine Trees,02fa23f6-ca5e-4dfb-8a4c-9a4f8eb81e9f,2016-05-06 08:31:58,165426.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Kitchen Table,29bf0d95-fcb5-49eb-b7f2-964b32e1b9a9,2016-05-06 08:27:03,295133.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Kingpin,c37e2170-23d7-492d-a273-5d7d663d794f,2016-05-06 08:24:33,150246.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,All Your Reasons,da65f246-993f-46f3-9c72-7bb820319c2f,2016-05-06 08:19:24,308953.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,A Song About Love,22efe835-942e-4326-83c1-55a1fc29b4ce,2016-05-06 08:15:26,238333.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Messed Up Kids,4aacc172-a0f8-468e-9c8f-3041694e05a9,2016-05-06 08:12:26,179893.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Me and You,3ee1291c-1fab-4df8-8a58-c8d081707beb,2016-05-06 08:09:28,177560.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,What Doesn't Kill You,f775914b-151a-4815-98ce-8165c6ce52d0,2016-05-06 08:07:20,128346.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,Slumville Sunrise,325fed55-4efe-4272-bc95-4c952c5569fa,2016-05-06 08:04:20,179733.0
Jake Bugg,0d9905e6-add6-4713-94ca-9f686f9b5e9b,Shangri La,47537d12-9ace-4903-ae3a-0174e3965326,There’s a Beast and We All Feed It,,2016-05-06 08:02:39,102813.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,Music,33124321-6931-4680-8f23-9dbff315042a,2016-05-06 07:55:19,287000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,Do It Again for Jeffrey,da5a45f3-d8fa-4300-97a4-0d8addcc4f43,2016-05-06 07:52:04,201000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,I'll Kiss You Once,bafc6410-a729-4fed-b5be-c6528f375deb,2016-05-06 07:51:07,61000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,The Feathered Tiger,3295457d-5627-40f0-9c27-fe6db5817ceb,2016-05-06 07:45:58,312000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,Black Fjord,5c389a9c-f28c-4eab-94b2-e1c1703008b7,2016-05-06 07:42:44,90000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,Bless The Executioner,9769963e-0eb0-4d58-a248-27aadf1a0b3b,2016-05-06 07:39:45,181000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,Just How Much You Are,1df391e6-9e2d-4e8c-8cf0-bac88e35506f,2016-05-06 07:37:35,131000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,Jenny Artichoke,4cf1145a-db3d-4428-a78b-fd1379424c9c,2016-05-06 07:35:00,156000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,If You So Wish,c3d8b1c3-d15a-494b-976a-48acc5ac4225,2016-05-06 07:31:00,398000.0
Kaleidoscope,f236db19-dce9-42bf-a76c-859c2d51ffb1,Dive Into Yesterday,ea13b6c0-82c6-4e2d-8187-6e5803f72b83,(Love Song) For Annie,66df52cf-230c-42a6-a0c6-ae93ff091986,2016-05-06 07:28:25,156000.0
